X,Y,l1_leaf_types,l2_genus,l3_species
600963.956,5905390.235,broadleaf,short-lived deciduous,alder
540822.8851,5876648.982,broadleaf,short-lived deciduous,alder
607637.6725,5871079.384,broadleaf,short-lived deciduous,alder
648979.7621,5872742.039,broadleaf,short-lived deciduous,alder
662804.6631,5865714.366,broadleaf,short-lived deciduous,alder
638355.2109,5877407.676,broadleaf,short-lived deciduous,alder
579422.0698,5868905.661,broadleaf,short-lived deciduous,alder
645072.8513,5885979.582,broadleaf,short-lived deciduous,alder
648929.85,5877396.787,broadleaf,short-lived deciduous,alder
598699.0771,5909256,broadleaf,short-lived deciduous,alder
579325.1828,5869815.844,broadleaf,short-lived deciduous,alder
589091.5025,5873458.294,broadleaf,short-lived deciduous,alder
536624.3349,5880594.903,broadleaf,short-lived deciduous,alder
524439.2996,5884689.574,broadleaf,short-lived deciduous,alder
535659.9829,5881040.703,broadleaf,short-lived deciduous,alder
545147.4153,5862946.568,broadleaf,short-lived deciduous,alder
661146.6672,5865847.591,broadleaf,short-lived deciduous,alder
584469.8341,5909115.959,broadleaf,short-lived deciduous,alder
579499.7578,5883540.69,broadleaf,short-lived deciduous,alder
609589.3118,5908108.853,broadleaf,short-lived deciduous,alder
537042.6477,5876824.107,broadleaf,short-lived deciduous,alder
661125.3941,5866153.934,broadleaf,short-lived deciduous,alder
651075.3366,5870653.387,broadleaf,short-lived deciduous,alder
610334.1434,5908630.628,broadleaf,short-lived deciduous,alder
610185.0835,5907823.975,broadleaf,short-lived deciduous,alder
580513.1087,5883169.119,broadleaf,short-lived deciduous,alder
598940.7959,5911844.68,broadleaf,short-lived deciduous,alder
587666.4324,5908659.295,broadleaf,short-lived deciduous,alder
649619.8331,5879021.99,broadleaf,short-lived deciduous,alder
524212.3207,5884827.165,broadleaf,short-lived deciduous,alder
578870.2196,5867551.452,broadleaf,short-lived deciduous,alder
583648.7593,5905943.051,broadleaf,short-lived deciduous,alder
645675.0855,5877724.163,broadleaf,short-lived deciduous,alder
594406.6541,5877234.596,broadleaf,short-lived deciduous,alder
582759.6449,5907493.932,broadleaf,short-lived deciduous,alder
661106.4288,5865861.67,broadleaf,short-lived deciduous,alder
580339.4847,5880583.81,broadleaf,short-lived deciduous,alder
588031.1665,5874268.233,broadleaf,short-lived deciduous,alder
536293.377,5881976.116,broadleaf,short-lived deciduous,alder
583044.9754,5907807.176,broadleaf,short-lived deciduous,alder
587418.5935,5908971.419,broadleaf,short-lived deciduous,alder
544982.7249,5862860.864,broadleaf,short-lived deciduous,alder
634270.9701,5864213.314,broadleaf,short-lived deciduous,alder
649751.2312,5879277.062,broadleaf,short-lived deciduous,alder
589035.3748,5873359.374,broadleaf,short-lived deciduous,alder
649415.08,5877901.825,broadleaf,short-lived deciduous,alder
583092.4037,5907382.22,broadleaf,short-lived deciduous,alder
532947.2375,5907423.979,broadleaf,short-lived deciduous,alder
651011.4161,5871739.931,broadleaf,short-lived deciduous,alder
583411.975,5907778.567,broadleaf,short-lived deciduous,alder
661994.4573,5865481.611,broadleaf,short-lived deciduous,alder
580632.5673,5880087.824,broadleaf,short-lived deciduous,alder
583049.9524,5907859.366,broadleaf,short-lived deciduous,alder
580426.5811,5880338.555,broadleaf,short-lived deciduous,alder
650025.7203,5879237.298,broadleaf,short-lived deciduous,alder
536566.9269,5880417.885,broadleaf,short-lived deciduous,alder
545137.7332,5862922.871,broadleaf,short-lived deciduous,alder
651946.79,5882140.176,broadleaf,short-lived deciduous,alder
648554.5691,5872450.628,broadleaf,short-lived deciduous,alder
539164.3894,5876232.67,broadleaf,short-lived deciduous,alder
584848.6829,5909697.417,broadleaf,short-lived deciduous,alder
580393.4781,5881702.679,broadleaf,short-lived deciduous,alder
638654.7233,5877557.712,broadleaf,short-lived deciduous,alder
588879.5481,5873379.971,broadleaf,short-lived deciduous,alder
582553.4629,5908279.033,broadleaf,short-lived deciduous,alder
583648.6617,5906659.66,broadleaf,short-lived deciduous,alder
650956.0212,5871665.023,broadleaf,short-lived deciduous,alder
662081.3062,5865756.812,broadleaf,short-lived deciduous,alder
649808.0494,5878562.513,broadleaf,short-lived deciduous,alder
588719.4545,5872892.926,broadleaf,short-lived deciduous,alder
571814.2582,5912644.995,broadleaf,short-lived deciduous,alder
648705.844,5878928.036,broadleaf,short-lived deciduous,alder
649814.0025,5878371.164,broadleaf,short-lived deciduous,alder
532436.1039,5920362.064,broadleaf,short-lived deciduous,alder
651392.9988,5881818.464,broadleaf,short-lived deciduous,alder
536494.913,5880636.747,broadleaf,short-lived deciduous,alder
652063.5194,5882207.464,broadleaf,short-lived deciduous,alder
645174.9831,5885859.129,broadleaf,short-lived deciduous,alder
651951.5594,5882299.582,broadleaf,short-lived deciduous,alder
583619.3396,5911129.902,broadleaf,short-lived deciduous,alder
661105.8751,5865775.961,broadleaf,short-lived deciduous,alder
649670.3244,5872423.802,broadleaf,short-lived deciduous,alder
535796.666,5880582.793,broadleaf,short-lived deciduous,alder
660750.3637,5866828.885,broadleaf,short-lived deciduous,alder
580603.7477,5880232.622,broadleaf,short-lived deciduous,alder
662073.0089,5878980.603,broadleaf,short-lived deciduous,alder
589917.3841,5881061.227,broadleaf,short-lived deciduous,alder
662436.3617,5866213.145,broadleaf,short-lived deciduous,alder
645750.6904,5877965.354,broadleaf,short-lived deciduous,alder
537049.6105,5880459.253,broadleaf,short-lived deciduous,alder
662199.4344,5865703.126,broadleaf,short-lived deciduous,alder
650981.315,5879985.389,broadleaf,short-lived deciduous,alder
647879.4262,5876593.889,broadleaf,short-lived deciduous,alder
650110.3354,5882082.694,broadleaf,short-lived deciduous,alder
581666.5893,5906862.188,broadleaf,short-lived deciduous,alder
583127.2537,5907210.41,broadleaf,short-lived deciduous,alder
539049.4512,5871427.723,broadleaf,short-lived deciduous,alder
648531.1301,5877303.065,broadleaf,short-lived deciduous,alder
595926.1778,5885173.968,broadleaf,short-lived deciduous,alder
566355.136,5889564.974,broadleaf,short-lived deciduous,alder
536065.9134,5880516.739,broadleaf,short-lived deciduous,alder
579371.9883,5869360.784,broadleaf,short-lived deciduous,alder
580064.6053,5883320.336,broadleaf,short-lived deciduous,alder
587242.1936,5908847.801,broadleaf,short-lived deciduous,alder
582046.5519,5907904.141,broadleaf,short-lived deciduous,alder
579983.3771,5883409.742,broadleaf,short-lived deciduous,alder
597002.7436,5889977.327,broadleaf,short-lived deciduous,alder
579428.5313,5872357.927,broadleaf,short-lived deciduous,alder
652796.786,5870214.095,broadleaf,short-lived deciduous,alder
651957.8848,5882111.589,broadleaf,short-lived deciduous,alder
582608.9523,5907943.436,broadleaf,short-lived deciduous,alder
579420.1143,5869415.083,broadleaf,short-lived deciduous,alder
536787.1698,5922729.265,broadleaf,short-lived deciduous,alder
579339.0852,5868730.575,broadleaf,short-lived deciduous,alder
598898.1667,5911847.592,broadleaf,short-lived deciduous,alder
524419.1934,5885219.756,broadleaf,short-lived deciduous,alder
525379.2782,5885242.403,broadleaf,short-lived deciduous,alder
583080.9229,5908095.635,broadleaf,short-lived deciduous,alder
578040.3987,5866149.214,broadleaf,short-lived deciduous,alder
525709.2496,5885842.142,broadleaf,short-lived deciduous,alder
523184.1732,5885199.524,broadleaf,short-lived deciduous,alder
588603.1891,5873264.251,broadleaf,short-lived deciduous,alder
612819.9477,5908998.729,broadleaf,short-lived deciduous,alder
661267.1646,5865881.139,broadleaf,short-lived deciduous,alder
583026.7375,5907290.675,broadleaf,short-lived deciduous,alder
536852.5743,5922674.409,broadleaf,short-lived deciduous,alder
588282.0378,5873535.545,broadleaf,short-lived deciduous,alder
651764.1261,5879082.824,broadleaf,short-lived deciduous,alder
649249.1819,5877962.579,broadleaf,short-lived deciduous,alder
652040.1805,5882300.437,broadleaf,short-lived deciduous,alder
539118.4169,5876259.622,broadleaf,short-lived deciduous,alder
644925.3635,5885843.521,broadleaf,short-lived deciduous,alder
536818.4675,5879919.88,broadleaf,short-lived deciduous,alder
661883.9316,5878962.286,broadleaf,short-lived deciduous,alder
525138.0243,5884951.14,broadleaf,short-lived deciduous,alder
581750.1335,5907934.066,broadleaf,short-lived deciduous,alder
520139.4534,5906735.996,broadleaf,short-lived deciduous,alder
583416.5609,5903426.057,broadleaf,short-lived deciduous,alder
662446.008,5865535.542,broadleaf,short-lived deciduous,alder
584490.5292,5904689.626,broadleaf,short-lived deciduous,alder
582883.1972,5907837.118,broadleaf,short-lived deciduous,alder
566287.3886,5919223.072,broadleaf,short-lived deciduous,alder
649778.7613,5879076.977,broadleaf,short-lived deciduous,alder
596999.1094,5889889.219,broadleaf,short-lived deciduous,alder
649017.4284,5872721.92,broadleaf,short-lived deciduous,alder
660942.3724,5866322.551,broadleaf,short-lived deciduous,alder
582753.9692,5907417.362,broadleaf,short-lived deciduous,alder
582789.5725,5907762.375,broadleaf,short-lived deciduous,alder
662418.6233,5865476.35,broadleaf,short-lived deciduous,alder
649579.7289,5878463.106,broadleaf,short-lived deciduous,alder
525730.9711,5885879.406,broadleaf,short-lived deciduous,alder
588735.9258,5873916.782,broadleaf,short-lived deciduous,alder
648236.7139,5876576.328,broadleaf,short-lived deciduous,alder
523560.7934,5885075.594,broadleaf,short-lived deciduous,alder
651883.9566,5882129.497,broadleaf,short-lived deciduous,alder
649818.979,5878528.096,broadleaf,short-lived deciduous,alder
595489.0403,5890100.614,broadleaf,short-lived deciduous,alder
662582.6372,5865679.608,broadleaf,short-lived deciduous,alder
579624.7223,5883615.732,broadleaf,short-lived deciduous,alder
588955.9086,5872998.196,broadleaf,short-lived deciduous,alder
536990.3454,5909168.978,broadleaf,short-lived deciduous,alder
582733.5067,5907121.677,broadleaf,short-lived deciduous,alder
589435.0005,5880567.664,broadleaf,short-lived deciduous,alder
651608.5662,5870430.929,broadleaf,short-lived deciduous,alder
597696.5492,5909445.165,broadleaf,short-lived deciduous,alder
587418.7647,5909011.004,broadleaf,short-lived deciduous,alder
583439.231,5907139.769,broadleaf,short-lived deciduous,alder
585381.8785,5909404.183,broadleaf,short-lived deciduous,alder
582226.349,5907233.277,broadleaf,short-lived deciduous,alder
524636.4392,5885322.764,broadleaf,short-lived deciduous,alder
582654.4577,5907582.129,broadleaf,short-lived deciduous,alder
536970.2048,5880503.121,broadleaf,short-lived deciduous,alder
583526.8313,5907565.687,broadleaf,short-lived deciduous,alder
536252.6779,5882023.542,broadleaf,short-lived deciduous,alder
621692.571,5900722.104,broadleaf,short-lived deciduous,alder
536948.439,5880478.747,broadleaf,short-lived deciduous,alder
578963.0586,5867742.753,broadleaf,short-lived deciduous,alder
580248.0832,5881770.269,broadleaf,short-lived deciduous,alder
607607.1064,5871073.016,broadleaf,short-lived deciduous,alder
583225.0378,5907512.232,broadleaf,short-lived deciduous,alder
581615.8577,5906942.35,broadleaf,short-lived deciduous,alder
532545.87,5920281.785,broadleaf,short-lived deciduous,alder
605685.5513,5884219.259,broadleaf,short-lived deciduous,alder
644263.3221,5886234.448,broadleaf,short-lived deciduous,alder
536926.9267,5880280.809,broadleaf,short-lived deciduous,alder
632874.2876,5863796.445,broadleaf,short-lived deciduous,alder
582320.4049,5906826.792,broadleaf,short-lived deciduous,alder
532197.4397,5920390.025,broadleaf,short-lived deciduous,alder
653379.0894,5882552.126,broadleaf,short-lived deciduous,alder
599170.9037,5911807.264,broadleaf,short-lived deciduous,alder
566923.9658,5889476.762,broadleaf,short-lived deciduous,alder
535806.0437,5908582.124,broadleaf,short-lived deciduous,alder
525309.5292,5887865.611,broadleaf,short-lived deciduous,alder
650798.7951,5879373.861,broadleaf,short-lived deciduous,alder
531175.3486,5879370.962,broadleaf,short-lived deciduous,alder
651720.4656,5879184.217,broadleaf,short-lived deciduous,alder
600899.8141,5905461.243,broadleaf,short-lived deciduous,alder
645024.0022,5886197.246,broadleaf,short-lived deciduous,alder
649172.2071,5877925.827,broadleaf,short-lived deciduous,alder
579012.4401,5867806.082,broadleaf,short-lived deciduous,alder
649513.8586,5878116.677,broadleaf,short-lived deciduous,alder
662674.0088,5866229.433,broadleaf,short-lived deciduous,alder
582707.8349,5907776.809,broadleaf,short-lived deciduous,alder
583534.6944,5907929.917,broadleaf,short-lived deciduous,alder
581071.6038,5883219.813,broadleaf,short-lived deciduous,alder
638512.763,5877310.804,broadleaf,short-lived deciduous,alder
648985.3063,5878798.14,broadleaf,short-lived deciduous,alder
588841.35,5873215.658,broadleaf,short-lived deciduous,alder
529870.4873,5876431.286,broadleaf,short-lived deciduous,alder
558771.0578,5892327.719,broadleaf,short-lived deciduous,alder
609708.5618,5908777.198,broadleaf,short-lived deciduous,alder
525302.4457,5887817.886,broadleaf,short-lived deciduous,alder
649600.0303,5872356.859,broadleaf,short-lived deciduous,alder
608175.2048,5870836.142,broadleaf,short-lived deciduous,alder
649481.7813,5879124.566,broadleaf,short-lived deciduous,alder
578392.9281,5867609.475,broadleaf,short-lived deciduous,alder
579301.9295,5868398.896,broadleaf,short-lived deciduous,alder
524498.0439,5885260.713,broadleaf,short-lived deciduous,alder
579393.9082,5883526.311,broadleaf,short-lived deciduous,alder
610224.853,5907850.856,broadleaf,short-lived deciduous,alder
641689.9007,5864053.05,broadleaf,short-lived deciduous,alder
651491.8595,5879832.79,broadleaf,short-lived deciduous,alder
660957.691,5866442.248,broadleaf,short-lived deciduous,alder
537611.8872,5909644.246,broadleaf,short-lived deciduous,alder
645303.9025,5876346.405,broadleaf,short-lived deciduous,alder
610248.6609,5908179.491,broadleaf,short-lived deciduous,alder
649729.3678,5877923.637,broadleaf,short-lived deciduous,alder
607515.175,5870965.401,broadleaf,short-lived deciduous,alder
536038.6707,5880665.615,broadleaf,short-lived deciduous,alder
578668.4477,5867178.128,broadleaf,short-lived deciduous,alder
651354.1743,5880038.553,broadleaf,short-lived deciduous,alder
579196.8737,5869974.783,broadleaf,short-lived deciduous,alder
589265.9672,5880586.36,broadleaf,short-lived deciduous,alder
652161.1926,5882276.667,broadleaf,short-lived deciduous,alder
583123.9351,5907256.163,broadleaf,short-lived deciduous,alder
649425.8166,5872507.281,broadleaf,short-lived deciduous,alder
541727.6721,5925659.33,broadleaf,short-lived deciduous,alder
590105.1243,5880772.698,broadleaf,short-lived deciduous,alder
581458.7519,5905766.083,broadleaf,short-lived deciduous,alder
579011.724,5871471.867,broadleaf,short-lived deciduous,alder
633406.1365,5863182.765,broadleaf,short-lived deciduous,alder
583860.0437,5906079.693,broadleaf,short-lived deciduous,alder
584498.3696,5909062.897,broadleaf,short-lived deciduous,alder
525345.6924,5887907.72,broadleaf,short-lived deciduous,alder
610404.3167,5908609.035,broadleaf,short-lived deciduous,alder
587739.5687,5908704.643,broadleaf,short-lived deciduous,alder
581584.903,5879789.123,broadleaf,short-lived deciduous,alder
607625.7357,5870974.777,broadleaf,short-lived deciduous,alder
597019.1737,5890026.243,broadleaf,short-lived deciduous,alder
649752.3956,5878404.087,broadleaf,short-lived deciduous,alder
661287.3884,5866094.824,broadleaf,short-lived deciduous,alder
651204.3586,5870517.987,broadleaf,short-lived deciduous,alder
649485.0331,5877654.715,broadleaf,short-lived deciduous,alder
582887.6244,5907190.979,broadleaf,short-lived deciduous,alder
633351.4379,5863227.048,broadleaf,short-lived deciduous,alder
649764.9777,5878471.049,broadleaf,short-lived deciduous,alder
580362.846,5882616.902,broadleaf,short-lived deciduous,alder
